order_date,time,aging,customer_id,gender,device_type,customer_login_type,product_category,product,sales,quantity,discount,profit,shipping_cost,order_priority,payment_method
2018-05-05,14:20:42,8,41166,Female,Web,Member,Auto & Accessories,Car Pillow & Neck Rest,231,1,0.3,116.4,11.6,Medium,credit_card
2018-11-14,10:03:27,5,33868,Male,Web,Member,Auto & Accessories,Car Media Players,140,4,0.1,54.4,5.4,Critical,money_order
2018-10-13,14:07:57,6,56808,Male,Web,Member,Auto & Accessories,Car Speakers,211,4,0.3,97.2,9.7,Critical,credit_card
2018-10-14,23:41:17,10,38629,Male,Web,Member,Auto & Accessories,Car Body Covers,117,1,0.3,23,2.3,High,money_order
2018-05-23,11:48:01,3,35630,Female,Web,Guest,Auto & Accessories,Car & Bike Care,118,1,0.1,35.6,3.6,High,credit_card
2018-12-06,15:16:43,9,42059,Male,Web,Member,Auto & Accessories,Tyre,250,1,0.2,155,15.5,Critical,money_order
2018-10-24,01:01:40,9,38599,Male,Web,Member,Auto & Accessories,Bike Tyres,72,1,0.3,24,2.4,Medium,credit_card
2018-09-04,22:14:05,5,23064,Male,Web,Member,Auto & Accessories,Car Mat,54,1,0.3,27,2.7,High,credit_card
2018-12-15,16:31:03,8,52392,Male,Web,Member,Auto & Accessories,Car Seat Covers,114,1,0.3,30.6,3.1,Critical,credit_card
2018-12-23,14:42:05,4,48785,Male,Web,Member,Auto & Accessories,Car Pillow & Neck Rest,231,4,0.1,141.8,14.2,Medium,money_order
2018-09-19,11:17:13,2,12888,Male,Web,Member,Auto & Accessories,Car Media Players,140,1,0.1,57.2,5.7,Medium,credit_card
2018-05-16,22:27:03,6,27220,Female,Web,Guest,Auto & Accessories,Car Speakers,211,1,0.1,128.9,12.9,Critical,credit_card
2018-09-08,16:23:45,1,49244,Female,Web,Member,Auto & Accessories,Car Body Covers,117,5,0.2,25.3,2.5,High,credit_card
2018-06-26,17:36:28,1,19353,Male,Web,Member,Auto & Accessories,Car & Bike Care,118,4,0.3,19.1,1.9,High,credit_card
2018-09-11,18:17:34,9,31876,Female,Web,Member,Auto & Accessories,Tyre,250,1,0.3,150,15,High,credit_card
2018-08-05,20:25:11,3,17348,Male,Web,Member,Auto & Accessories,Bike Tyres,72,5,0.3,14.4,1.4,Medium,credit_card
2018-10-04,15:55:39,7,41471,Female,Web,Member,Auto & Accessories,Car Mat,54,5,0.3,10.8,1.1,Critical,money_order
2018-08-12,08:31:11,6,44521,Female,Web,Member,Auto & Accessories,Car Seat Covers,114,5,0.3,16.9,1.7,High,credit_card
2018-09-08,20:58:09,10,28584,Male,Web,Member,Auto & Accessories,Car Pillow & Neck Rest,231,4,0.3,123.3,12.3,Critical,credit_card
2018-05-05,11:25:20,2,40472,Male,Web,Member,Auto & Accessories,Car Media Players,140,1,0.2,51.6,5.2,Medium,credit_card
2018-06-26,11:21:04,2,55804,Male,Web,Member,Auto & Accessories,Car Speakers,211,5,0.3,78.3,7.8,Medium,credit_card
2018-05-05,17:11:21,3,21176,Male,Web,Member,Auto & Accessories,Car Body Covers,117,4,0.1,32.3,3.2,High,credit_card
2018-08-24,15:28:22,1,59732,Male,Web,Guest,Auto & Accessories,Car & Bike Care,118,1,0.1,36.8,3.7,Critical,credit_card
2018-11-22,02:28:35,1,50158,Male,Web,Member,Auto & Accessories,Tyre,250,1,0.3,132.5,13.3,Critical,credit_card
2018-07-23,09:24:01,1,41451,Male,Web,Member,Auto & Accessories,Bike Tyres,72,1,0.3,36,3.6,High,credit_card
2018-05-16,16:41:51,3,34242,Male,Web,Member,Auto & Accessories,Car Mat,54,1,0.3,18,1.8,Medium,credit_card
2018-05-04,14:06:34,2,13784,Male,Web,Member,Auto & Accessories,Car Seat Covers,114,1,0.3,24.9,2.5,High,credit_card
2018-08-19,22:50:37,10,51804,Female,Web,Member,Auto & Accessories,Car Pillow & Neck Rest,231,1,0.2,137.1,13.7,High,e_wallet
2018-11-07,10:39:04,7,48204,Male,Web,Member,Auto & Accessories,Car Media Players,140,1,0.1,58.6,5.9,Medium,money_order
2018-11-05,11:07:44,8,59212,Male,Web,Member,Auto & Accessories,Car Speakers,211,5,0.2,109.9,11,High,credit_card
2018-02-09,11:00:18,4,12405,Male,Web,Member,Auto & Accessories,Car Body Covers,117,4,0.1,32.3,3.2,High,credit_card
2018-12-01,00:40:25,5,33322,Male,Web,Member,Auto & Accessories,Car & Bike Care,118,1,0.3,33.3,3.3,Medium,money_order
2018-12-01,10:25:26,1,30693,Male,Web,Member,Auto & Accessories,Tyre,250,5,0.2,145,14.5,High,credit_card
2018-04-24,12:33:11,10,37523,Female,Web,Member,Auto & Accessories,Bike Tyres,72,4,0.3,18,1.8,High,credit_card
2018-07-13,18:53:08,9,20007,Male,Web,Member,Auto & Accessories,Car Mat,54,5,0.1,10.8,1.1,Medium,credit_card
2018-05-22,12:58:59,3,18414,Male,Web,Member,Auto & Accessories,Car Seat Covers,114,5,0.3,11.2,1.1,Critical,money_order
2018-10-06,11:38:15,1,22923,Male,Web,Member,Auto & Accessories,Car Pillow & Neck Rest,231,1,0.2,137.1,13.7,Medium,money_order
2018-11-15,16:00:04,3,50799,Male,Web,Member,Auto & Accessories,Car Media Players,140,1,0.3,55.8,5.6,High,credit_card
2018-07-20,17:07:51,5,20762,Male,Web,Member,Auto & Accessories,Car Speakers,211,4,0.2,114.1,11.4,High,credit_card
2018-08-16,15:48:57,3,18340,Male,Web,Member,Auto & Accessories,Car Body Covers,117,1,0.3,32.3,3.2,Critical,money_order
2018-10-29,22:06:25,2,50519,Female,Web,Member,Auto & Accessories,Car & Bike Care,118,1,0.1,35.6,3.6,High,credit_card
2018-06-11,11:04:40,1,54668,Male,Web,Member,Auto & Accessories,Tyre,250,1,0.3,160,16,Medium,money_order
2018-03-20,12:25:46,8,47849,Male,Web,Member,Auto & Accessories,Bike Tyres,72,1,0.3,72,7.2,High,money_order
2018-01-24,11:34:33,8,59924,Female,Web,Member,Auto & Accessories,Car Mat,54,5,0.3,10.8,1.1,High,e_wallet
2018-05-29,20:15:29,7,32725,Female,Web,Member,Auto & Accessories,Car Seat Covers,114,4,0.3,20.3,2,High,credit_card
2018-10-29,17:25:43,8,17642,Male,Web,Member,Auto & Accessories,Car Pillow & Neck Rest,231,5,0.3,93.3,9.3,Medium,credit_card
2018-02-13,15:12:00,8,46530,Female,Web,Member,Auto & Accessories,Car Media Players,140,1,0.3,47.4,4.7,High,credit_card
2018-06-16,16:57:33,5,37320,Male,Web,Member,Auto & Accessories,Car Speakers,211,1,0.2,118.3,11.8,Medium,credit_card
2018-10-03,20:21:57,4,16556,Female,Web,Member,Auto & Accessories,Car Body Covers,117,5,0.3,13.6,1.4,Critical,credit_card
2018-10-12,10:26:36,1,59021,Male,Web,Member,Auto & Accessories,Car & Bike Care,118,5,0.3,20.3,2,Medium,money_order
2018-11-24,14:30:31,3,14186,Male,Web,Guest,Auto & Accessories,Tyre,250,5,0.2,145,14.5,High,credit_card
2018-07-18,16:59:04,8,28161,Male,Web,Member,Auto & Accessories,Bike Tyres,72,1,0.2,24,2.4,High,credit_card
2018-04-24,14:22:59,2,46437,Male,Web,Member,Auto & Accessories,Car Mat,54,1,0.3,18,1.8,Critical,credit_card
2018-01-19,06:28:39,7,21167,Male,Web,Member,Auto & Accessories,Car Seat Covers,114,1,0.2,31.7,3.2,Medium,money_order
2018-06-12,23:42:50,4,46630,Male,Web,Member,Auto & Accessories,Car Pillow & Neck Rest,231,4,0.3,114,11.4,Critical,credit_card
2018-10-27,16:57:28,10,43836,Female,Web,Member,Auto & Accessories,Car Media Players,140,4,0.3,43.2,4.3,High,money_order
2018-03-02,17:28:08,1,34097,Male,Web,Member,Auto & Accessories,Car Speakers,211,1,0.2,118.3,11.8,High,credit_card
2018-08-01,05:41:35,1,23204,Male,Web,Member,Auto & Accessories,Car Body Covers,117,1,0.1,34.7,3.5,High,credit_card
2018-06-07,20:49:38,10,27341,Male,Web,Member,Auto & Accessories,Car & Bike Care,118,1,0.3,23.8,2.4,Medium,credit_card
2018-04-02,11:45:23,6,17433,Male,Web,Member,Auto & Accessories,Tyre,250,5,0.1,157.5,15.8,Critical,money_order
2018-09-04,10:30:16,9,56203,Male,Web,Member,Auto & Accessories,Bike Tyres,72,1,0.3,24,2.4,High,credit_card
2018-07-20,10:11:42,6,18067,Male,Web,Member,Auto & Accessories,Car Mat,54,5,0.2,10.8,1.1,High,credit_card
2018-05-14,09:13:09,9,46918,Male,Web,Member,Auto & Accessories,Car Seat Covers,114,1,0.3,29.4,2.9,High,money_order
2018-08-06,07:02:11,2,14917,Male,Web,Member,Auto & Accessories,Car Pillow & Neck Rest,231,4,0.3,104.8,10.5,High,credit_card
2018-11-08,12:55:10,3,36106,Male,Web,Member,Auto & Accessories,Car Media Players,140,1,0.1,57.2,5.7,Critical,credit_card
2018-12-11,17:50:16,9,58565,Female,Web,Member,Auto & Accessories,Car Speakers,211,5,0.3,99.4,9.9,Critical,credit_card
2018-04-09,19:40:27,7,45520,Male,Web,Member,Auto & Accessories,Car Body Covers,117,4,0.3,13.6,1.4,Critical,credit_card
2018-04-10,09:18:19,9,53229,Female,Web,Member,Auto & Accessories,Car & Bike Care,118,1,0.3,30.9,3.1,High,credit_card
2018-11-25,23:39:08,1,39885,Female,Web,Member,Auto & Accessories,Tyre,250,5,0.3,120,12,High,money_order
2018-05-07,10:19:33,5,46677,Male,Web,Member,Auto & Accessories,Bike Tyres,72,1,0.3,36,3.6,High,credit_card
2018-03-03,14:18:57,1,13314,Female,Web,Member,Auto & Accessories,Car Mat,54,1,0.2,18,1.8,Critical,credit_card
2018-12-09,19:38:22,8,29817,Male,Web,Member,Auto & Accessories,Car Seat Covers,114,1,0.2,27.2,2.7,High,credit_card
2018-01-19,11:30:55,4,39427,Male,Web,Member,Auto & Accessories,Car Pillow & Neck Rest,231,1,0.1,146.4,14.6,High,credit_card
2018-12-21,10:21:51,6,30313,Female,Web,Member,Auto & Accessories,Car Media Players,140,1,0.3,55.8,5.6,High,credit_card
2018-12-11,18:35:58,7,55995,Male,Web,Member,Auto & Accessories,Car Speakers,211,1,0.3,112,11.2,Critical,credit_card
2018-11-02,04:26:49,4,27343,Male,Web,Member,Auto & Accessories,Car Body Covers,117,4,0.1,32.3,3.2,High,credit_card
2018-03-06,22:34:32,6,43799,Male,Web,Member,Auto & Accessories,Car & Bike Care,118,1,0.3,30.9,3.1,High,money_order
2018-09-25,15:33:12,6,57404,Male,Web,Member,Auto & Accessories,Tyre,250,5,0.2,145,14.5,Medium,credit_card
2018-09-05,07:41:55,4,21423,Male,Web,Member,Auto & Accessories,Bike Tyres,72,4,0.3,18,1.8,High,credit_card
2018-12-26,21:42:57,8,29536,Female,Web,Member,Auto & Accessories,Car Mat,54,1,0.3,27,2.7,Medium,credit_card
2018-04-23,16:23:50,8,20055,Male,Web,Member,Auto & Accessories,Car Seat Covers,114,4,0.3,11.2,1.1,Critical,money_order
2018-10-27,12:49:21,8,57494,Male,Web,Member,Auto & Accessories,Car Pillow & Neck Rest,231,1,0.2,137.1,13.7,High,credit_card
2018-09-15,15:25:22,2,17682,Male,Web,Member,Auto & Accessories,Car Media Players,140,4,0.3,37.6,3.8,High,credit_card
2018-12-23,22:23:43,5,40177,Male,Web,Member,Auto & Accessories,Car Speakers,211,1,0.3,105.7,10.6,Critical,credit_card
2018-07-16,10:56:53,3,45372,Male,Web,Member,Auto & Accessories,Car Body Covers,117,1,0.1,34.7,3.5,Critical,money_order
2018-04-11,13:33:10,2,45336,Male,Web,Member,Auto & Accessories,Car & Bike Care,118,5,0.3,14.4,1.4,High,credit_card
2018-08-07,15:35:12,10,46387,Female,Web,Guest,Auto & Accessories,Tyre,250,1,0.2,160,16,Medium,money_order
2018-01-12,13:48:31,4,25005,Male,Web,Member,Auto & Accessories,Bike Tyres,72,1,0.1,36,3.6,High,money_order
2018-12-15,21:25:00,7,18256,Female,Web,Member,Auto & Accessories,Car Mat,54,1,0.3,18,1.8,Medium,credit_card
2018-06-24,15:55:19,9,35901,Male,Web,Member,Auto & Accessories,Car Seat Covers,114,1,0.2,31.7,3.2,Medium,credit_card
2018-11-26,20:27:56,10,52488,Female,Web,Member,Auto & Accessories,Car Pillow & Neck Rest,231,1,0.1,146.4,14.6,Critical,credit_card
2018-06-08,20:56:09,9,36213,Female,Web,Member,Auto & Accessories,Car Media Players,140,5,0.3,32,3.2,High,credit_card
2018-05-27,03:04:57,7,22930,Male,Web,Member,Auto & Accessories,Car Speakers,211,4,0.3,97.2,9.7,High,credit_card
2018-10-19,11:47:02,9,14883,Male,Web,Member,Auto & Accessories,Car Body Covers,117,1,0.3,19.5,1.9,High,credit_card
2018-04-29,10:03:32,2,30554,Male,Web,Member,Auto & Accessories,Car & Bike Care,118,1,0.3,27.4,2.7,High,credit_card
2018-07-04,10:24:45,1,12850,Male,Web,Member,Auto & Accessories,Tyre,250,1,0.3,157.5,15.8,Medium,credit_card
2018-11-17,21:49:35,8,17025,Male,Web,Member,Auto & Accessories,Bike Tyres,72,1,0.3,72,7.2,High,credit_card
2018-03-14,01:30:04,8,33693,Female,Web,Member,Auto & Accessories,Car Mat,54,1,0.2,27,2.7,Critical,credit_card
2018-03-19,13:54:22,2,28442,Female,Web,Member,Auto & Accessories,Car Seat Covers,114,1,0.1,31.7,3.2,Medium,credit_card
2018-11-08,16:39:19,7,36426,Male,Web,Member,Auto & Accessories,Car Pillow & Neck Rest,231,1,0.3,144.1,14.4,Medium,credit_card
2018-04-22,19:18:21,1,53175,Female,Web,Member,Auto & Accessories,Car Media Players,140,4,0.3,37.6,3.8,Critical,credit_card
2018-09-15,17:15:57,6,27654,Male,Web,Guest,Auto & Accessories,Car Speakers,211,1,0.1,126.8,12.7,Critical,credit_card
2018-07-19,16:24:20,7,56538,Male,Web,Member,Auto & Accessories,Car Body Covers,117,1,0.3,19.5,1.9,Medium,credit_card
2018-01-07,00:16:57,2,18356,Female,Web,Member,Auto & Accessories,Car & Bike Care,118,1,0.3,33.3,3.3,High,credit_card
2018-08-15,19:23:46,9,49130,Male,Web,Member,Auto & Accessories,Tyre,250,1,0.3,160,16,Critical,credit_card
2018-04-30,13:31:15,4,43730,Male,Web,Member,Auto & Accessories,Bike Tyres,72,5,0.3,14.4,1.4,Critical,e_wallet
2018-10-22,08:59:23,1,47853,Male,Web,Member,Auto & Accessories,Car Mat,54,4,0.3,13.5,1.4,High,credit_card
2018-12-05,13:15:26,8,29831,Male,Web,Member,Auto & Accessories,Car Seat Covers,114,5,0.3,16.9,1.7,High,money_order
2018-05-26,16:01:31,8,18368,Male,Web,Member,Auto & Accessories,Car Pillow & Neck Rest,231,5,0.1,139.5,13.9,Medium,credit_card
2018-09-07,15:48:17,2,57119,Male,Web,Guest,Auto & Accessories,Car Media Players,140,1,0.3,46,4.6,Critical,credit_card
2018-09-14,18:24:57,6,50996,Male,Web,Member,Auto & Accessories,Car Speakers,211,4,0.2,114.1,11.4,Medium,money_order
2018-11-12,22:56:51,7,51759,Female,Web,Member,Auto & Accessories,Car Body Covers,117,5,0.1,31.2,3.1,Critical,credit_card
2018-09-04,10:10:15,8,34658,Male,Web,Member,Auto & Accessories,Car & Bike Care,118,4,0.2,28.6,2.9,High,credit_card
2018-10-29,18:39:49,8,36533,Female,Web,Member,Auto & Accessories,Tyre,250,1,0.1,165,16.5,High,credit_card
2018-06-24,14:19:05,9,25304,Male,Web,Member,Auto & Accessories,Bike Tyres,72,1,0.3,24,2.4,Critical,money_order
2018-04-13,23:27:02,2,20266,Male,Web,Member,Auto & Accessories,Car Mat,54,4,0.1,13.5,1.4,Medium,credit_card
2018-07-24,16:05:58,5,45600,Male,Web,Member,Auto & Accessories,Car Seat Covers,114,1,0.3,20.3,2,Critical,credit_card
2018-04-27,13:38:46,6,16457,Male,Web,Member,Auto & Accessories,Car Pillow & Neck Rest,231,1,0.3,132.5,13.3,High,credit_card
2018-05-09,01:46:14,9,36850,Male,Web,Member,Auto & Accessories,Car Media Players,140,1,0.3,51.6,5.2,Medium,credit_card
2018-11-08,11:30:30,9,15720,Male,Web,Member,Auto & Accessories,Car Speakers,211,5,0.1,120.5,12,Critical,credit_card
2018-12-12,10:47:46,3,46157,Male,Web,Member,Auto & Accessories,Car Body Covers,117,1,0.3,19.5,1.9,Critical,credit_card
2018-03-11,18:30:26,3,16678,Male,Web,Member,Auto & Accessories,Car & Bike Care,118,1,0.2,33.3,3.3,High,credit_card
2018-04-11,11:31:30,6,33175,Male,Web,Member,Auto & Accessories,Tyre,250,5,0.3,120,12,Critical,e_wallet
2018-10-08,17:05:16,4,41396,Male,Web,Member,Auto & Accessories,Bike Tyres,72,1,0.3,36,3.6,High,credit_card
2018-04-18,17:16:59,4,38167,Male,Web,Member,Auto & Accessories,Car Mat,54,4,0.1,13.5,1.4,Critical,credit_card
2018-10-27,20:55:17,8,47629,Male,Web,Member,Auto & Accessories,Car Seat Covers,114,1,0.3,30.6,3.1,Critical,money_order
2018-06-30,14:51:21,1,27394,Male,Web,Member,Auto & Accessories,Car Pillow & Neck Rest,231,1,0.2,146.4,14.6,Critical,e_wallet
2018-04-11,07:38:45,2,25439,Male,Web,Member,Auto & Accessories,Car Media Players,140,1,0.3,53,5.3,Critical,credit_card
2018-09-07,22:17:55,2,51531,Female,Web,Member,Auto & Accessories,Car Speakers,211,1,0.1,124.7,12.5,High,credit_card
2018-11-02,18:09:27,9,23356,Male,Web,Member,Auto & Accessories,Car Body Covers,117,1,0.2,30,3,Medium,credit_card
2018-06-22,20:28:04,9,35688,Male,Web,Member,Auto & Accessories,Car & Bike Care,118,4,0.2,28.6,2.9,Medium,credit_card
2018-12-12,23:29:35,5,40777,Female,Web,Member,Auto & Accessories,Tyre,250,1,0.1,167.5,16.8,Medium,money_order
2018-02-18,21:39:03,7,12152,Male,Web,Member,Auto & Accessories,Bike Tyres,72,1,0.3,36,3.6,Medium,credit_card
2018-07-18,12:35:54,10,50770,Female,Web,Member,Auto & Accessories,Car Mat,54,4,0.1,13.5,1.4,Medium,credit_card
2018-05-29,23:14:39,10,42376,Male,Web,Member,Auto & Accessories,Car Seat Covers,114,1,0.1,32.9,3.3,Medium,credit_card
2018-06-19,15:00:59,5,30559,Male,Web,Member,Auto & Accessories,Car Pillow & Neck Rest,231,1,0.3,144.1,14.4,Medium,credit_card
2018-06-04,09:30:01,9,37964,Male,Web,Member,Auto & Accessories,Car Media Players,140,1,0.3,54.4,5.4,Medium,credit_card
2018-04-15,13:43:11,3,10376,Male,Web,Member,Auto & Accessories,Car Speakers,211,5,0.1,120.5,12,Critical,credit_card
2018-11-11,22:06:23,10,59141,Male,Web,Member,Auto & Accessories,Car Body Covers,117,1,0.2,30,3,High,credit_card
2018-07-16,19:02:18,10,56684,Male,Web,Member,Auto & Accessories,Car & Bike Care,118,1,0.1,34.5,3.4,High,e_wallet
2018-04-12,00:00:45,1,23466,Male,Web,Member,Auto & Accessories,Tyre,250,1,0.3,132.5,13.3,High,money_order
2018-07-20,18:11:59,3,18168,Female,Web,Guest,Auto & Accessories,Bike Tyres,72,1,0.2,72,7.2,High,credit_card
2018-09-27,08:26:54,5,49950,Male,Web,Member,Auto & Accessories,Car Mat,54,5,0.1,10.8,1.1,Medium,credit_card
2018-12-08,18:48:31,6,32388,Male,Web,Member,Auto & Accessories,Car Seat Covers,114,1,0.3,30.6,3.1,High,credit_card
2018-05-10,14:39:56,1,22215,Male,Web,Member,Auto & Accessories,Car Pillow & Neck Rest,231,4,0.1,141.8,14.2,Medium,credit_card
2018-03-07,21:14:24,3,47215,Male,Web,Member,Auto & Accessories,Car Media Players,140,4,0.3,43.2,4.3,High,credit_card
2018-01-29,20:33:19,8,47410,Male,Web,Member,Auto & Accessories,Car Speakers,211,1,0.1,128.9,12.9,High,e_wallet
2018-12-08,19:37:45,4,49166,Male,Web,Member,Auto & Accessories,Car Body Covers,117,1,0.3,19.5,1.9,Medium,e_wallet
2018-11-20,13:13:37,1,21321,Male,Web,Member,Auto & Accessories,Car & Bike Care,118,4,0.3,23.8,2.4,Medium,credit_card
2018-07-26,13:25:14,3,15482,Male,Web,Member,Auto & Accessories,Tyre,250,1,0.3,132.5,13.3,High,credit_card
2018-05-02,13:10:07,10,53870,Male,Web,Member,Auto & Accessories,Bike Tyres,72,1,0.1,36,3.6,High,e_wallet
2018-05-20,22:11:23,8,24540,Male,Web,Member,Auto & Accessories,Car Mat,54,1,0.1,18,1.8,High,credit_card
2018-09-26,21:24:03,6,48379,Male,Web,Member,Auto & Accessories,Car Seat Covers,114,1,0.3,30.6,3.1,High,credit_card
2018-12-25,11:26:29,4,29585,Male,Web,Guest,Auto & Accessories,Car Pillow & Neck Rest,231,1,0.3,144.1,14.4,High,money_order
2018-05-07,13:59:25,4,14614,Male,Web,Member,Auto & Accessories,Car Media Players,140,1,0.3,48.8,4.9,High,credit_card
2018-06-11,15:30:49,6,49842,Male,Web,Member,Auto & Accessories,Car Speakers,211,4,0.3,97.2,9.7,Medium,credit_card
2018-07-28,14:20:19,1,54343,Male,Web,Member,Auto & Accessories,Car Body Covers,117,1,0.3,31.2,3.1,Medium,credit_card
2018-11-24,01:40:27,8,51644,Male,Web,Member,Auto & Accessories,Car & Bike Care,118,1,0.2,35.6,3.6,Medium,credit_card
2018-01-17,19:31:12,1,11846,Male,Web,Member,Auto & Accessories,Tyre,250,1,0.3,150,15,Medium,money_order
2018-08-19,17:36:19,4,50542,Male,Web,Member,Auto & Accessories,Bike Tyres,72,4,0.3,18,1.8,Critical,money_order
2018-08-26,09:42:02,9,15773,Female,Web,Member,Auto & Accessories,Car Mat,54,1,0.3,18,1.8,High,debit_card
2018-04-27,20:31:23,3,39538,Male,Web,Member,Auto & Accessories,Car Seat Covers,114,1,0.2,31.7,3.2,Critical,credit_card
2018-05-18,12:22:08,2,52033,Male,Web,Member,Auto & Accessories,Car Pillow & Neck Rest,231,4,0.1,141.8,14.2,Critical,money_order
2018-06-02,09:45:15,9,51560,Male,Web,Member,Auto & Accessories,Car Media Players,140,1,0.1,58.6,5.9,Medium,credit_card
2018-01-09,17:58:37,5,29554,Female,Web,Member,Auto & Accessories,Car Speakers,211,1,0.3,112,11.2,High,credit_card
2018-10-23,20:23:47,9,12136,Male,Web,Member,Auto & Accessories,Car Body Covers,117,5,0.1,31.2,3.1,Critical,money_order
2018-04-11,17:22:19,9,32054,Male,Web,Member,Auto & Accessories,Car & Bike Care,118,1,0.3,26.2,2.6,Medium,credit_card
2018-06-17,09:57:13,5,47230,Male,Web,Member,Auto & Accessories,Tyre,250,1,0.1,162.5,16.3,High,credit_card
2018-09-10,19:24:04,2,55544,Male,Web,Member,Auto & Accessories,Bike Tyres,72,1,0.2,24,2.4,High,credit_card
2018-08-28,14:56:03,10,55021,Male,Web,Member,Auto & Accessories,Car Mat,54,1,0.1,18,1.8,Critical,credit_card
2018-10-05,13:33:19,8,50185,Male,Web,Member,Auto & Accessories,Car Seat Covers,114,1,0.2,29.4,2.9,High,credit_card
2018-11-27,00:32:42,4,44657,Male,Web,Member,Auto & Accessories,Car Pillow & Neck Rest,231,1,0.1,146.4,14.6,Critical,money_order
2018-12-29,12:31:39,10,42218,Female,Web,Member,Auto & Accessories,Car Media Players,140,4,0.3,43.2,4.3,Medium,credit_card
2018-02-09,21:21:11,10,55239,Female,Web,Member,Auto & Accessories,Car Speakers,211,5,0.2,109.9,11,Medium,credit_card
2018-03-27,19:37:13,4,57672,Female,Web,Member,Auto & Accessories,Car Body Covers,117,1,0.3,23,2.3,High,credit_card
2018-07-27,16:33:26,5,55772,Male,Web,Member,Auto & Accessories,Car & Bike Care,118,1,0.3,23.8,2.4,High,credit_card
2018-11-14,09:13:30,5,16459,Female,Web,Member,Auto & Accessories,Tyre,250,1,0.3,155,15.5,High,credit_card
2018-07-28,16:03:38,4,31797,Male,Web,Member,Auto & Accessories,Bike Tyres,72,1,0.2,36,3.6,Medium,credit_card
2018-12-07,22:03:04,1,56413,Female,Web,Member,Auto & Accessories,Car Mat,54,4,0.3,13.5,1.4,Medium,credit_card
2018-07-24,20:14:28,4,36655,Female,Web,Guest,Auto & Accessories,Car Seat Covers,114,1,0.2,27.2,2.7,High,money_order
2018-11-08,01:15:06,2,39314,Male,Web,Member,Auto & Accessories,Car Pillow & Neck Rest,231,4,0.3,104.8,10.5,Medium,credit_card
2018-07-13,18:26:10,3,50248,Male,Web,Member,Auto & Accessories,Car Media Players,140,1,0.3,48.8,4.9,High,credit_card
2018-07-27,12:16:29,8,44838,Male,Web,Guest,Auto & Accessories,Car Speakers,211,1,0.3,118.3,11.8,Critical,money_order
2018-05-30,23:21:15,9,50437,Male,Web,Member,Auto & Accessories,Car Body Covers,117,1,0.2,32.3,3.2,High,credit_card
2018-06-07,12:26:36,7,48328,Male,Web,Member,Auto & Accessories,Car & Bike Care,118,1,0.1,35.6,3.6,Medium,credit_card
2018-08-20,23:00:59,7,39038,Male,Web,Member,Auto & Accessories,Tyre,250,4,0.2,150,15,Medium,credit_card
2018-07-12,14:11:58,3,57980,Male,Web,Member,Auto & Accessories,Bike Tyres,72,1,0.3,36,3.6,Critical,credit_card
2018-01-16,12:04:59,8,43729,Male,Web,Member,Auto & Accessories,Car Mat,54,1,0.2,18,1.8,High,money_order
2018-09-20,14:45:57,2,19377,Male,Web,Member,Auto & Accessories,Car Seat Covers,114,5,0.3,5.5,0.6,High,credit_card
2018-09-06,15:28:48,10,38518,Male,Web,Member,Auto & Accessories,Car Pillow & Neck Rest,231,1,0.3,141.8,14.2,High,credit_card
2018-10-21,20:23:43,6,45272,Male,Web,Member,Auto & Accessories,Car Media Players,140,1,0.1,55.8,5.6,Critical,credit_card
2018-08-17,10:31:09,10,50634,Male,Web,Member,Auto & Accessories,Car Speakers,211,1,0.1,128.9,12.9,Critical,credit_card
2018-09-03,17:00:04,3,51334,Female,Web,Member,Auto & Accessories,Car Body Covers,117,4,0.3,23,2.3,High,credit_card
2018-05-14,12:36:50,1,39898,Male,Web,Member,Auto & Accessories,Car & Bike Care,118,1,0.3,33.3,3.3,High,credit_card
2018-04-26,14:08:44,3,13235,Male,Web,Member,Auto & Accessories,Tyre,250,5,0.3,107.5,10.8,High,credit_card
2018-03-17,11:18:41,2,40351,Male,Web,Member,Auto & Accessories,Bike Tyres,72,1,0.3,72,7.2,High,credit_card
2018-10-29,11:19:19,8,52950,Male,Web,Member,Auto & Accessories,Car Mat,54,1,0.1,54,5.4,Medium,credit_card
2018-06-29,22:14:49,5,33871,Male,Web,Member,Auto & Accessories,Car Seat Covers,114,5,0.1,28.3,2.8,High,credit_card
2018-02-06,19:51:50,4,33988,Male,Web,Member,Auto & Accessories,Car Pillow & Neck Rest,231,4,0.3,114,11.4,Medium,credit_card
2018-04-16,12:16:30,1,28105,Male,Web,Member,Auto & Accessories,Car Media Players,140,1,0.3,39,3.9,Medium,money_order
2018-08-27,19:54:44,8,42439,Male,Web,Member,Auto & Accessories,Car Speakers,211,4,0.3,88.8,8.9,Critical,credit_card
2018-05-18,20:51:06,3,29356,Male,Web,Member,Auto & Accessories,Car Body Covers,117,1,0.2,34.7,3.5,Medium,credit_card
2018-07-25,10:52:19,1,23388,Male,Web,Member,Auto & Accessories,Car & Bike Care,118,1,0.3,34.5,3.4,Critical,credit_card
2018-05-24,00:52:36,10,24029,Male,Web,Member,Auto & Accessories,Tyre,250,5,0.1,157.5,15.8,Medium,credit_card
2018-07-25,10:54:43,1,49235,Male,Web,Member,Auto & Accessories,Bike Tyres,72,5,0.3,14.4,1.4,Medium,credit_card
2018-08-17,16:41:06,8,24127,Male,Web,Member,Auto & Accessories,Car Mat,54,1,0.3,27,2.7,Critical,credit_card
